編號,案類,發生(現)日期,發生時段,發生(現)地點
642,住宅竊盜,1050124,19~21,台北市中山區民生西路45巷9弄1~30號
643,住宅竊盜,1050125,07~09,台北市內湖區安康路434巷20弄1~30號
644,住宅竊盜,1050125,10~12,台北市大安區黎和里和平東路三段416巷25弄1~30號
645,住宅竊盜,1050125,10~12,台北市北投區中庸里雙全街62巷1~30號
646,住宅竊盜,1050125,10~12,台北市中正區黎明里重慶南路一段1~30號
647,住宅竊盜,1050126,07~09,台北市士林區百齡里8鄰福港街259巷1~30號
648,住宅竊盜,1050126,16~18,台北市松山區三民路96巷1~30號
649,住宅竊盜,1050127,13~15,台北市北投區立賢里實踐街5巷1~30號
650,住宅竊盜,1050128,13~15,台北市內湖區碧山里7鄰內湖路三段60巷12弄61~90號
651,住宅竊盜,1050128,19~21,台北市士林區福順里延平北路五段121~150號
652,住宅竊盜,1050129,04~06,台北市內湖區新明路380巷6弄1~30號
653,住宅竊盜,1050129,13~15,台北市北投區中央里中正街49巷31弄31~60號
654,住宅竊盜,1050129,16~18,台北市松山區南京東路五段291巷19弄31~60號
655,住宅竊盜,1050129,22~24,台北市內湖區文德路208巷6弄1~30號
656,住宅竊盜,1050130,10~12,台北市大安區黎孝里和平東路三段271~300號
657,住宅竊盜,1050130,22~24,台北市信義區忠孝東路四段481~510號
658,住宅竊盜,1050131,10~12,台北市中山區民權東路三段61~90號
659,住宅竊盜,1050131,22~24,台北市中山區林森北路107巷31~60號
660,住宅竊盜,1050201,19~21,台北市松山區南京東路五段181~210號
661,住宅竊盜,1050202,19~21,台北市南港區九如里研究院路三段10巷1~30號
662,住宅竊盜,1050203,04~06,台北市大同區玉泉里西寧北路86巷1~30號
663,住宅竊盜,1050203,07~09,台北市中山區新生北路三段87巷1~30號
664,住宅竊盜,1050203,10~12,台北市松山區南京東路五段389巷11弄1~30號
665,住宅竊盜,1050203,19~21,台北市南港區仁福里福德街373巷31~60號
666,住宅竊盜,1050204,13~15,台北市文山區萬隆里萬隆街61~90號
667,住宅竊盜,1050205,07~09,台北市中山區新生北路二段127巷31~60號
668,住宅竊盜,1050205,16~18,台北市士林區天壽里中山北路六段441巷1~30號
669,住宅竊盜,1050207,07~09,台北市中山區中山北路一段33巷1~30號
670,住宅竊盜,1050207,16~18,台北市大安區錦安里麗水街17巷1~30號
671,住宅竊盜,1050208,19~21,台北市大安區臨江里5鄰通化街123巷31~60號
672,住宅竊盜,1050209,10~12,台北市內湖區成功路二段250巷1~30號
673,住宅竊盜,1050209,22~24,台北市大安區通安里17鄰通化街170巷1~30號
674,住宅竊盜,1050210,07~09,台北市萬華區大理街160巷23弄1~30號
675,住宅竊盜,1050210,07~09,台北市松山區精忠里民生東路四段55巷1~30號
676,住宅竊盜,1050210,13~15,台北市士林區福中里12鄰通河東街一段124巷1~30號
677,住宅竊盜,1050210,19~21,台北市士林區天和里中山北路七段114巷61弄1~30號
678,住宅竊盜,1050211,10~12,台北市中山區民生東路二段147巷5弄1~30號
679,住宅竊盜,1050212,01~03,台北市士林區福林里10鄰中山北路五段280巷1~30號
680,住宅竊盜,1050212,16~18,台北市萬華區三水街61~90號
681,住宅竊盜,1050213,19~21,台北市信義區正和里光復南路421巷91~120號
682,住宅竊盜,1050214,19~21,台北市南港區東新里向陽路120巷2弄1~30號
683,住宅竊盜,1050217,01~03,台北市中正區水源里羅斯福路四段52巷16弄1~30號
684,住宅竊盜,1050217,10~12,台北市中山區吉林路199巷1~30號
685,住宅竊盜,1050217,16~18,台北市北投區吉利里石牌路一段39巷120弄1~30號
686,住宅竊盜,1050218,01~03,台北市中山區農安街1~30號
687,住宅竊盜,1050218,01~03,台北市中山區民權東路二段152巷6弄1~30號
688,住宅竊盜,1050219,13~15,台北市松山區市民大道五段121~150號
689,住宅竊盜,1050219,16~18,台北市中山區伊通街99巷15之1~30號
690,住宅竊盜,1050220,01~03,台北市士林區福順里重慶北路四段61~90號
691,住宅竊盜,1050220,07~09,台北市內湖區港富里18鄰內湖路一段737巷91~120號
692,住宅竊盜,1050220,19~21,台北市萬華區大理街159巷3弄1~30號
693,住宅竊盜,1050221,07~09,台北市萬華區萬大路277巷31~60號
694,住宅竊盜,1050222,10~12,台北市萬華區萬大路486巷37弄1~30號
695,住宅竊盜,1050223,04~06,台北市中正區愛國里9鄰延平南路258巷1~30號
696,住宅竊盜,1050223,13~15,台北市北投區福興里自強街5巷91~120號
697,住宅竊盜,1050224,13~15,台北市士林區後港里大南路391~420號
698,住宅竊盜,1050225,10~12,台北市文山區辛亥路六段31~60號
699,住宅竊盜,1050225,22~24,台北市內湖區新明路219巷2弄1~30號
700,住宅竊盜,1050226,07~09,台北市中正區文盛里羅斯福路三段316巷9弄1~30號
701,住宅竊盜,1050226,10~12,台北市大安區正聲里仁愛路四段391~420號
702,住宅竊盜,1050227,19~21,台北市萬華區中華路二段416巷61~90號
703,住宅竊盜,1050228,16~18,台北市中山區新生北路二段27巷1~30號
704,住宅竊盜,1050301,10~12,台北市松山區東新街54巷1~30號
705,住宅竊盜,1050302,13~15,台北市大同區市民大道一段181~210號
706,住宅竊盜,1050303,01~03,台北市士林區社新里6鄰社子街31~60號
707,住宅竊盜,1050303,07~09,台北市北投區吉慶里承德路七段164巷1~30號
708,住宅竊盜,1050304,07~09,台北市中山區民族東路31~60號
709,住宅竊盜,1050304,10~12,台北市北投區開明里復興四路8巷1~30號
710,住宅竊盜,1050305,22~24,台北市士林區天壽里16鄰天母西路31~60號
711,住宅竊盜,1050306,10~12,台北市中山區龍江路295巷1~30號
712,住宅竊盜,1050307,16~18,台北市內湖區內湖路二段301~330號
713,住宅竊盜,1050307,22~24,台北市大安區建倫里22鄰忠孝東路四段170巷17弄1~30號
714,住宅竊盜,1050308,01~03,台北市文山區景慶里景福街242巷1~30號
715,住宅竊盜,1050308,10~12,台北市中正區南福里羅斯福路一段90巷1~30號
716,住宅竊盜,1050308,13~15,台北市內湖區新富街31~60號
717,住宅竊盜,1050310,13~15,台北市萬華區大理街31~60號
718,住宅竊盜,1050310,16~18,台北市大安區光武里24鄰復興南路一段135巷1~30號
719,住宅竊盜,1050311,01~03,台北市士林區社新里社子街112巷20弄1~30號
720,住宅竊盜,1050311,01~03,台北市士林區社新里19鄰社子街22巷65弄1~30號
721,住宅竊盜,1050312,01~03,台北市松山區寶清街1~30號
722,住宅竊盜,1050313,07~09,台北市松山區南京東路五段251巷22弄31~60號
723,住宅竊盜,1050314,16~18,台北市士林區蘭興里德行西路93巷6弄1~30號
724,住宅竊盜,1050314,16~18,台北市信義區六合里信義路五段150巷391~420號
725,住宅竊盜,1050314,19~21,台北市中山區錦州街31~60號
726,住宅竊盜,1050314,19~21,台北市中山區林森北路391~420號
727,住宅竊盜,1050314,22~24,台北市中山區市民大道三段121~150號
728,住宅竊盜,1050315,13~15,台北市中山區中山北路一段33巷31~60號
729,住宅竊盜,1050316,07~09,台北市士林區永福里莊頂路91~120號
730,住宅竊盜,1050316,19~21,台北市北投區開明里中和街278巷13樓
731,住宅竊盜,1050317,07~09,台北市中正區南福里羅斯福路二段8巷14弄1~30號
732,住宅竊盜,1050318,22~24,台北市中山區林森北路391~420號
733,住宅竊盜,1050320,13~15,台北市中正區水源里汀州路三段230巷25弄1~30號
734,住宅竊盜,1050320,16~18,台北市中山區中山北路一段33巷20弄1~30號
735,住宅竊盜,1050321,10~12,台北市士林區天母里天母北路87巷2弄1~30號
736,住宅竊盜,1050321,22~24,台北市中山區中山北路二段137巷24之1~30號
737,住宅竊盜,1050322,16~18,台北市大安區建倫里安和路一段31~60號
738,住宅竊盜,1050323,01~03,台北市士林區天祿里士東路91巷1~30號
739,住宅竊盜,1050323,22~24,台北市中正區頂東里羅斯福路三段58巷1~30號
740,住宅竊盜,1050324,19~21,台北市中山區長春路91~120號
741,住宅竊盜,1050325,01~03,台北市內湖區內湖路一段411巷1~30號
742,住宅竊盜,1050328,19~21,台北市萬華區長泰街241~270號
743,住宅竊盜,1050330,10~12,台北市內湖區文德路22巷16弄1~30號
744,住宅竊盜,1050331,22~24,台北市士林區臨溪里至善路二段323巷1~30號
745,住宅竊盜,1050401,16~18,台北市萬華區頂碩里7鄰大埔街1~30號
746,住宅竊盜,1050401,22~24,台北市信義區永吉里松山路151~180號
747,住宅竊盜,1050402,19~21,台北市信義區大道里中坡南路1~30號
748,住宅竊盜,1050403,13~15,台北市萬華區青年路31~60號
749,住宅竊盜,1050403,13~15,台北市萬華區青年路31~60號
750,住宅竊盜,1050403,16~18,台北市北投區榮華里富貴一路1巷1~30號
751,住宅竊盜,1050403,19~21,台北市萬華區廣州街61~90號
752,住宅竊盜,1050404,07~09,台北市北投區中央里中央南路一段102巷1~30號
753,住宅竊盜,1050404,10~12,台北市北投區石牌里明德路67巷1~30號
754,住宅竊盜,1050405,22~24,台北市大安區錦泰里7鄰杭州南路二段61巷1~30號
755,住宅竊盜,1050407,07~09,台北市文山區興旺里10鄰福興路4巷7弄1~30號
756,住宅竊盜,1050407,10~12,台北市中正區南門里延平南路181~210號
757,住宅竊盜,1050407,13~15,台北市大同區蓬萊里大龍街181~210號
758,住宅竊盜,1050408,13~15,台北市大同區光能里寧夏路31~60號
759,住宅竊盜,1050408,19~21,台北市南港區舊莊里合順街8巷5弄31~60號
760,住宅竊盜,1050408,19~21,台北市松山區民生東路三段112巷7弄1~30號
761,住宅竊盜,1050409,19~21,台北市萬華區新和里19鄰中華路二段416巷61~90號
762,住宅竊盜,1050410,01~03,台北市文山區華興里24鄰富山路1~30號
763,住宅竊盜,1050410,16~18,台北市松山區南京東路五段391~420號
764,住宅竊盜,1050410,22~24,台北市內湖區康寧路三段99巷10弄1~30號
765,住宅竊盜,1050411,19~21,台北市內湖區成功路三段91~120號
766,住宅竊盜,1050413,19~21,台北市士林區福華里12鄰承德路四段40巷121~150號
767,住宅竊盜,1050414,01~03,台北市中山區松江路37巷1~30號
768,住宅竊盜,1050414,01~03,台北市松山區寶清街1~30號
769,住宅竊盜,1050414,19~21,台北市士林區社子里中正路601~630號
770,住宅竊盜,1050415,10~12,台北市大安區古風里師大路31~60號
771,住宅竊盜,1050416,01~03,台北市士林區聖山里15鄰德行東路190巷6弄1~30號
772,住宅竊盜,1050416,07~09,台北市北投區湖山里紗帽路1~30號
773,住宅竊盜,1050416,22~24,台北市中正區永昌里汀州路一段242巷1~30號
774,住宅竊盜,1050419,01~03,台北市中正區永昌里汀州路一段211~240號
775,住宅竊盜,1050419,19~21,台北市文山區萬盛里羅斯福路五段53巷1~30號
776,住宅竊盜,1050419,19~21,台北市大同區永樂里民樂街1~30號
777,住宅竊盜,1050419,19~21,台北市北投區永明里立農街二段202巷2弄1~30號
778,住宅竊盜,1050419,22~24,台北市內湖區內湖路一段91巷1~30號
779,住宅竊盜,1050420,19~21,台北市中正區永昌里汀州路一段242巷1~30號
780,住宅竊盜,1050421,01~03,台北市中山區民權東路二段135巷1~30號
781,住宅竊盜,1050421,16~18,台北市北投區永和里行義路140巷1~30號
782,住宅竊盜,1050423,04~06,台北市北投區文化里文化三路61~90號
783,住宅竊盜,1050424,04~06,台北市中正區頂東里晉江街124巷8弄1~30號
784,住宅竊盜,1050425,10~12,台北市大安區仁愛里大安路一段106巷1~30號
785,住宅竊盜,1050425,22~24,台北市松山區慶城街31~60號
786,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151 ~ 180號
787,住宅竊盜,1050425,22~24,台北市北投區東華里立農街2段151 ~ 180號
788,住宅竊盜,1050426,04~06,台北市萬華區萬大路277巷31~60號
789,住宅竊盜,1050426,13~15,台北市中山區吉林路161巷1~30號
790,住宅竊盜,1050427,04~06,台北市信義區大道里忠孝東路五段790巷25弄1~30號
791,住宅竊盜,1050427,04~06,台北市中山區林森北路119巷31~60號
792,住宅竊盜,1050427,07~09,台北市內湖區行善路361~390號
793,住宅竊盜,1050427,13~15,台北市大同區玉泉里忠孝西路二段1~30號
794,住宅竊盜,1050427,16~18,台北市大安區仁愛里大安路一段96巷1~30號
795,住宅竊盜,1050427,16~18,台北市南港區重陽里向陽路258巷
796,住宅竊盜,1050429,19~21,台北市中正區永昌里中華路二段381巷1~30號
797,住宅竊盜,1050430,10~12,台北市大同區斯文里承德路三段61~90號
798,住宅竊盜,1050501,10~12,台北市大安區臥龍街151~180號
799,住宅竊盜,1050501,22~24,台北市大安區正聲里03鄰光復南路260巷31~60號
800,住宅竊盜,1050502,10~12,台北市大同區朝陽里南京西路344巷31~60號
801,住宅竊盜,1050502,13~15,台北市松山區敦化北路145巷18弄1~30號
802,住宅竊盜,1050503,19~21,台北市大安區敦煌里信義路四段265巷20弄1~30號
803,住宅竊盜,1050505,13~15,台北市大同區斯文里承德路三段61~90號
804,住宅竊盜,1050508,07~09,台北市大同區星明里太原路175巷1~30號
805,住宅竊盜,1050508,07~09,台北市內湖區安泰街31~60號
806,住宅竊盜,1050509,19~21,台北市中山區大直街52巷1~30號
807,住宅竊盜,1050510,13~15,台北市士林區舊佳里11鄰前街61~90號
808,住宅竊盜,1050510,19~21,台北市萬華區萬大路71巷31~60號
809,住宅竊盜,1050511,22~24,台北市大安區光信里仁愛路四段408巷1~30號
810,住宅竊盜,1050512,01~03,台北市大安區建倫里忠孝東路4段170巷17弄1 ~ 30號
811,住宅竊盜,1050512,10~12,台北市文山區忠順里014鄰興隆路4段145巷83弄1 ~ 30號
812,住宅竊盜,1050512,16~18,台北市文山區興家里27鄰興隆路三段185巷7弄1~30號
813,住宅竊盜,1050513,07~09,台北市中山區新生北路二段61~90號
814,住宅竊盜,1050513,16~18,台北市大安區住安里信義路四段1~30號
815,住宅竊盜,1050513,16~18,台北市萬華區西園路二段241~270號
816,住宅竊盜,1050513,16~18,台北市萬華區青年路152巷1~30號
817,住宅竊盜,1050513,22~24,台北市萬華區中華路二段416巷61~90號
818,住宅竊盜,1050514,13~15,台北市士林區天和里天母東路107巷1~30號
819,住宅竊盜,1050515,01~03,台北市中正區龍光里和平西路二段1~30號
820,住宅竊盜,1050515,10~12,台北市中山區新生北路二段91~120號
821,住宅竊盜,1050515,19~21,台北市大同區鄰江里酒泉街241~270號
822,住宅竊盜,1050518,19~21,台北市萬華區康定路278巷17弄
823,住宅竊盜,1050520,01~03,台北市內湖區內溝里康樂街201巷1~30號
824,住宅竊盜,1050520,16~18,台北市萬華區寶興街80巷31~60號
825,住宅竊盜,1050521,04~06,台北市北投區開明里翠雲街26巷1~30號
826,住宅竊盜,1050521,04~06,台北市中山區民權東路二段135巷1~30號
827,住宅竊盜,1050522,07~09,台北市大同區保安里哈密街59巷38弄31~60號
828,住宅竊盜,1050522,13~15,台北市士林區福志里幸福街5巷1~30號
829,住宅竊盜,1050524,13~15,台北市內湖區港富里13鄰港墘路37巷1~30號
830,住宅竊盜,1050526,16~18,台北市北投區永和里行義路241~270號
831,住宅竊盜,1050528,22~24,台北市文山區木新里15鄰木新路二段66巷1~30號
832,住宅竊盜,1050530,10~12,台北市南港區鴻福里玉成街235巷23弄1 ~ 30號
833,住宅竊盜,1050530,13~15,台北市大安區臨江里通化街39巷50弄1~30號
834,住宅竊盜,1050531,01~03,台北市南港區東新里興南街61~90號
835,住宅竊盜,1050601,13~15,台北市北投區東華里立農街2段151~180號
836,住宅竊盜,1050601,13~15,台北市內湖區內湖路一段411巷90弄1~30號
837,住宅竊盜,1050602,13~15,台北市士林區福華里承德路四段40巷1~30號
838,住宅竊盜,1050603,13~15,台北市大安區法治里樂利路11巷1~30號
839,住宅竊盜,1050603,13~15,台北市文山區景行里21鄰景興路238巷1~30號
840,住宅竊盜,1050604,10~12,台北市松山區新中街6巷1 ~ 30號
841,住宅竊盜,1050605,07~09,台北市士林區葫東里葫東街1~30號
842,住宅竊盜,1050605,22~24,台北市信義區安康里松勇路31~60號
843,住宅竊盜,1050606,01~03,台北市大同區至聖里重慶北路三段223巷31~60號
844,住宅竊盜,1050606,04~06,台北市文山區興豐里景豐街48巷11弄1~30號
845,住宅竊盜,1050606,07~09,台北市士林區三玉里忠誠路二段76巷1~30號
846,住宅竊盜,1050606,10~12,台北市士林區延平北路五段136巷31~60號
847,住宅竊盜,1050609,07~09,台北市內湖區康樂街136巷29弄31~60號
848,住宅竊盜,1050609,13~15,台北市大安區住安里四維路124巷1~30號
849,住宅竊盜,1050609,22~24,台北市北投區東華里立農街二段151~180號
850,住宅竊盜,1050609,22~24,台北市北投區東華里立農街2段151 ~ 180號
851,住宅竊盜,1050610,13~15,台北市萬華區大理街160巷11弄1~30號
852,住宅竊盜,1050611,10~12,台北市中正區忠勤里惠安街31~60號
853,住宅竊盜,1050611,13~15,台北市文山區樟林里014鄰木新路3段241 ~ 270號
854,住宅竊盜,1050612,04~06,台北市北投區智仁里中和街507巷6弄1~30號
855,住宅竊盜,1050612,16~18,台北市士林區蘭興里克強路10巷4弄1~30號
856,住宅竊盜,1050613,16~18,台北市文山區景慶里溪口街31~60號
857,住宅竊盜,1050613,16~18,台北市北投區永欣里石牌路二段331巷1~30號
858,住宅竊盜,1050614,01~03,台北市北投區中庸里大同街208巷1~30號
859,住宅竊盜,1050614,01~03,台北市中正區新營里林森南路121~150號
860,住宅竊盜,1050614,19~21,台北市南港區南港里興中路61~90號
861,住宅竊盜,1050614,19~21,台北市南港區南港里興中路61 ~ 90號
862,住宅竊盜,1050615,07~09,台北市大安區龍雲里大安路二段151~180號
863,住宅竊盜,1050616,10~12,台北市文山區博嘉里010鄰和平東路四段361~390號
864,住宅竊盜,1050617,07~09,台北市南港區中研里研究院路二段2巷12弄1~30號
865,住宅竊盜,1050617,07~09,台北市南港區南港里興中路28巷31~60號
866,住宅竊盜,1050618,07~09,台北市士林區福志里與農路49巷1~30號
867,住宅竊盜,1050618,13~15,台北市北投區東華里立農街2段151 ~ 180號
868,住宅竊盜,1050620,19~21,台北市內湖區康寧路一段214巷1~30號
869,住宅竊盜,1050621,13~15,台北市大安區新龍里瑞安街208巷78弄1~30號
870,住宅竊盜,1050621,22~24,台北市大安區通化里信義路4段378巷1~30號
871,住宅竊盜,1050622,01~03,台北市中山區林森北路310巷1~30號
872,住宅竊盜,1050622,01~03,台北市中山區林森北路310巷1~30號
873,住宅竊盜,1050624,19~21,台北市內湖區康寧路三段75巷186弄121~150號
874,住宅竊盜,1050625,04~06,台北市內湖區行善路25巷40弄1~30號
875,住宅竊盜,1050625,07~09,台北市士林區聖山里忠誠路一段151~180號
876,住宅竊盜,1050625,10~12,台北市大安區敦安里信義路四段181~210號
877,住宅竊盜,1050626,01~03,台北市大安區通化里信義路4段378巷1 ~ 30號
878,住宅竊盜,1050629,10~12,台北市中正區富水里汀州路三段60巷2弄1~30號
879,住宅竊盜,1050629,13~15,台北市萬華區西園路二段241~270號
880,住宅竊盜,1050629,16~18,台北市士林區天母里15鄰天玉街81巷1~30號
881,住宅竊盜,1050630,16~18,台北市南港區舊莊里合順街8巷5弄1~30號
882,住宅竊盜,1050630,22~24,台北市中山區吉林路433項31 ~ 60號
883,住宅竊盜,1050701,01~03,台北市信義區大道里忠孝東路五段790巷62弄1~30號
884,住宅竊盜,1050701,04~06,台北市萬華區寶興街188巷1~30號
885,住宅竊盜,1050701,13~15,台北市士林區菁山里9鄰菁山路99巷1~30號
886,住宅竊盜,1050702,07~09,台北市內湖區東湖路113巷1~30號
887,住宅竊盜,1050702,13~15,台北市大同區隆和里伊寧街61 ~ 90號
888,住宅竊盜,1050703,04~06,台北市大同區雙連里錦西街52巷1~30號
889,住宅竊盜,1050704,13~15,台北市信義區景新里莊敬路289巷1~30號
890,住宅竊盜,1050704,19~21,台北市中正區東門里信義路一段1~30號
891,住宅竊盜,1050705,04~06,台北市內湖區民權東路六段90巷15弄1~30號
892,住宅竊盜,1050705,07~09,台北市北投區湖田里竹子湖路1~30號
893,住宅竊盜,1050705,07~09,台北市士林區蘭興里克強路10巷9弄1 ~ 30號
894,住宅竊盜,1050705,16~18,台北市中山區民生東路二段61~90號
895,住宅竊盜,1050706,07~09,台北市士林區天和里中山北路七段190巷31~60號
896,住宅竊盜,1050707,13~15,台北市大安區和平東路三段61~90號
897,住宅竊盜,1050707,13~15,台北市南港區三重里園區街14巷1~30號
898,住宅竊盜,1050709,10~12,台北市大同區朝陽里天水路31~60號
899,住宅竊盜,1050710,16~18,台北市北投區中央里中央南路二段91~120號
900,住宅竊盜,1050711,22~24,台北市北投區榮華里榮華二路1~30號
901,住宅竊盜,1050712,10~12,台北市士林區東山里1鄰德行東路397巷1~30號
902,住宅竊盜,1050713,01~03,台北市萬華區長沙街2段121 ~ 150號
903,住宅竊盜,1050714,10~12,台北市南港區中研里研究院路二段12巷57弄61~90號
904,住宅竊盜,1050715,01~03,台北市松山區塔悠路186巷1 ~ 30號
905,住宅竊盜,1050716,22~24,台北市文山區萬祥里景明街61~90號
906,住宅竊盜,1050716,22~24,台北市大同區玉泉里延平北路1段66巷1 ~ 30號
907,住宅竊盜,1050717,10~12,台北市中山區中山北路三段55巷1~30號
908,住宅竊盜,1050720,01~03,台北市中正區板溪里牯嶺街91 ~ 120號
909,住宅竊盜,1050721,10~12,台北市北投區長安里溫泉路61~90號
910,住宅竊盜,1050721,19~21,台北市文山區萬美里027鄰萬寧街151~180號
911,住宅竊盜,1050722,01~03,台北市士林區菁山里菁山路121 ~ 150號
912,住宅竊盜,1050722,07~09,台北市內湖區潭美街211~240號
913,住宅竊盜,1050722,19~21,台北市中山區合江街58巷1~30號
914,住宅竊盜,1050726,19~21,台北市士林區永倫里5鄰社中街346巷2弄31~60號
915,住宅竊盜,1050727,01~03,台北市中山區民族東路410巷1~30號
916,住宅竊盜,1050727,01~03,台北市中山區龍江路394巷31~60號
917,住宅竊盜,1050727,16~18,台北市士林區公館里2鄰永公路340巷61~90號
918,住宅竊盜,1050728,07~09,台北市南港區成福里成福路121巷1~30號
919,住宅竊盜,1050728,22~24,台北市北投區石牌里致遠一路一段46巷21弄1~30號
920,住宅竊盜,1050729,01~03,台北市中山區民權東路2段1 ~ 30號
921,住宅竊盜,1050731,01~03,台北市大安區通化里信義路四段378巷1~30號
922,住宅竊盜,1050731,22~24,台北市信義區松光里林口街1 ~ 30號
923,住宅竊盜,1050731,22~24,台北市中正區水源里羅斯福路4段61 ~ 90號
924,住宅竊盜,1050801,22~24,台北市內湖區內湖路一段301 ~ 330號
925,住宅竊盜,1050802,04~06,台北市士林區天玉里5鄰天母北路1 ~ 30號
926,住宅竊盜,1050805,04~06,台北市信義區三犁里松勤街140巷1 ~ 30號
927,住宅竊盜,1050805,16~18,台北市北投區清江里清江路31 ~ 60號
928,住宅竊盜,1050808,16~18,台北市北投區吉利里13鄰吉利街280巷27弄1 ~ 30號
929,住宅竊盜,1050809,07~09,台北市信義區景聯里基隆路2段79巷1 ~ 30號
930,住宅竊盜,1050809,13~15,台北市中山區中山北路2段93巷1 ~ 30號
931,住宅竊盜,1050809,19~21,台北市士林區社子里2鄰通河西街2段1 ~ 30號
932,住宅竊盜,1050810,19~21,台北市北投區關渡里大度路3段301巷150弄1 ~ 30號
933,住宅竊盜,1050812,13~15,台北市北投區桃源里4鄰中央北路3段1 ~ 30號
934,住宅竊盜,1050814,10~12,台北市信義區正和里仁愛路4段511 ~ 540號
935,住宅竊盜,1050815,10~12,台北市中山區合江街91 ~ 120號
936,住宅竊盜,1050816,13~15,台北市士林區三玉里1鄰芝玉路2段20巷1 ~ 30號
937,住宅竊盜,1050817,04~06,台北市中正區新營里金華街26之1 ~ 30號
938,住宅竊盜,1050817,16~18,台北市文山區樟新里013鄰木新路3段243巷4弄1 ~ 30號
939,住宅竊盜,1050818,13~15,台北市南港區新光里東新街180巷121 ~ 150號
940,住宅竊盜,1050818,16~18,台北市士林區天山里12鄰中山北路7段14巷31弄1 ~ 30號
941,住宅竊盜,1050819,01~03,台北市大安區法治里通化街180巷1 ~ 30號
942,住宅竊盜,1050819,07~09,台北市內湖區東湖里康樂街48巷1 ~ 30號
943,住宅竊盜,1050819,19~21,台北市士林區岩山里9鄰忠義路91巷1 ~ 30號
944,住宅竊盜,1050822,13~15,台北市萬華區錦德里3鄰西園路2段261巷12弄1 ~ 30號
945,住宅竊盜,1050822,13~15,台北市北投區永明里立農街2段202巷2弄1 ~ 30號
946,住宅竊盜,1050823,07~09,台北市南港區中研里研究院路2段70巷17弄1 ~ 30號
947,住宅竊盜,1050824,01~03,台北市中正區光復里重慶南路1段46巷1 ~ 30號
948,住宅竊盜,1050824,04~06,台北市士林區翠山里中社路1段11巷91 ~ 120號
949,住宅竊盜,1050826,04~06,台北市中山區林森北路271 ~ 300號
950,住宅竊盜,1050826,19~21,台北市大同區至聖里酒泉街61 ~ 90號
951,住宅竊盜,1050827,04~06,台北市大安區法治里9鄰通化街182巷1 ~ 30號
952,住宅竊盜,1050828,01~03,台北市內湖區成功路2段486巷1 ~ 30號
953,住宅竊盜,1050829,04~06,台北市內湖區港墘路155巷7弄1 ~ 30號
954,住宅竊盜,1050829,22~24,台北市中正區光復里重慶南路1段46巷1 ~ 30號
955,住宅竊盜,1050829,22~24,台北市松山區民族東路661 ~ 690號
956,住宅竊盜,1050831,13~15,台北市文山區景華里三福街4巷31 ~ 60號
